0.01000000	0.00535600	0.02484000
0.01100000	0.00561700	0.02434000
0.01200000	0.00586700	0.02385000
0.01300000	0.00610700	0.02337000
0.01400000	0.00633700	0.02291000
0.01500000	0.00656000	0.02247000
0.01600000	0.00677500	0.02205000
0.01700000	0.00698300	0.02164000
0.01800000	0.00718600	0.02125000
0.02000000	0.00757500	0.02052000
0.02250000	0.00803400	0.01967000
0.02500000	0.00846900	0.01891000
0.02750000	0.00888200	0.01821000
0.03000000	0.00927700	0.01757000
0.03250000	0.00965600	0.01698000
0.03500000	0.01002000	0.01643000
0.03750000	0.01065000	0.01592000
0.04000000	0.01141000	0.01545000
0.04500000	0.01280000	0.01461000
0.05000000	0.01398000	0.01386000
0.05500000	0.01497000	0.01320000
0.06000000	0.01577000	0.01261000
0.06500000	0.01642000	0.01208000
0.07000000	0.01694000	0.01160000
0.08000000	0.01771000	0.01076000
0.09000000	0.01825000	0.01005000
0.10000000	0.01867000	0.00943700
0.11000000	0.01903000	0.00890800
0.12000000	0.01938000	0.00844300
0.13000000	0.01973000	0.00803100
0.14000000	0.02010000	0.00766200
0.15000000	0.02051000	0.00733100
0.16000000	0.02094000	0.00703000
0.17000000	0.02141000	0.00675700
0.18000000	0.02191000	0.00650700
0.20000000	0.02299000	0.00606500
0.22500000	0.02448000	0.00559900
0.25000000	0.02609000	0.00520800
0.27500000	0.02779000	0.00487400
0.30000000	0.02955000	0.00458500
0.32500000	0.03134000	0.00433200
0.35000000	0.03314000	0.00410800
0.37500000	0.03493000	0.00390900
0.40000000	0.03671000	0.00373100
0.45000000	0.04018000	0.00342300
0.50000000	0.04355000	0.00316700
0.55000000	0.04685000	0.00295000
0.60000000	0.05008000	0.00276300
0.65000000	0.05328000	0.00260100
0.70000000	0.05646000	0.00245900
0.80000000	0.06273000	0.00222000
0.90000000	0.06888000	0.00202800
1.00000000	0.07485000	0.00186800
1.10000000	0.08060000	0.00173400
1.20000000	0.08609000	0.00162000
1.30000000	0.09133000	0.00152000
1.40000000	0.09631000	0.00143400
1.50000000	0.10100000	0.00135700
1.60000000	0.10550000	0.00128900
1.70000000	0.10970000	0.00122800
1.80000000	0.11370000	0.00117300
2.00000000	0.12100000	0.00107700
2.25000000	0.12910000	0.00097910
2.50000000	0.13620000	0.00089860
2.75000000	0.14240000	0.00083130
3.00000000	0.14790000	0.00077400
3.25000000	0.15270000	0.00072460
3.50000000	0.15700000	0.00068160
3.75000000	0.16080000	0.00064370
4.00000000	0.16420000	0.00061020
4.50000000	0.17000000	0.00055320
5.00000000	0.17470000	0.00050650
5.50000000	0.17850000	0.00046760
6.00000000	0.18170000	0.00043460
6.50000000	0.18420000	0.00040630
7.00000000	0.18630000	0.00038160
8.00000000	0.18930000	0.00034080
9.00000000	0.19120000	0.00030830
10.00000000	0.19210000	0.00028180
11.00000000	0.19230000	0.00025980
12.00000000	0.19200000	0.00024110
13.00000000	0.19130000	0.00022510
14.00000000	0.19020000	0.00021120
15.00000000	0.18880000	0.00019900
16.00000000	0.18730000	0.00018820
17.00000000	0.18560000	0.00017860
18.00000000	0.18370000	0.00017000
20.00000000	0.17980000	0.00015510
22.50000000	0.17460000	0.00014010
25.00000000	0.16930000	0.00012780
27.50000000	0.16400000	0.00011760
30.00000000	0.15890000	0.00010900
32.50000000	0.15390000	0.00010160
35.00000000	0.14920000	0.00009521
37.50000000	0.14530000	0.00008962
40.00000000	0.14150000	0.00008468
45.00000000	0.13310000	0.00007634
50.00000000	0.12620000	0.00006957
55.00000000	0.12000000	0.00006395
60.00000000	0.11440000	0.00005921
65.00000000	0.10930000	0.00005516
70.00000000	0.10460000	0.00005166
80.00000000	0.09647000	0.00004588
90.00000000	0.08955000	0.00004132
100.00000000	0.08359000	0.00003762
110.00000000	0.07838000	0.00003455
120.00000000	0.07379000	0.00003197
130.00000000	0.06970000	0.00002976
140.00000000	0.06601000	0.00002785
150.00000000	0.06267000	0.00002618
